Player,Nation,General Position,Team,Age,Born,Matches Played,Starts,Minutes Played,Offensive Index,Passing Index,Possession Index,Defensive Index
Lucas Bruera,ARG,Goalkeeper,Carabobo,28,1997,6,6,540,49,41,44,66
Lucas Cano,ARG,Forward,Dep Táchira,30,1995,6,3,293,41,39,23,59
Lucas Carrizo,ARG,Midfielder,Huracán,28,1997,2,1,88,33,22,12,59
Lucas Castro,ARG,Midfielder,Gimnasia–LP,36,1989,20,16,1272,69,70,70,42
Lucas Cavallini,CAN,Midfielder,Puebla,32,1992,1,0,28,33,28,38,31
Lucas Cepeda,CHI,Forward,Colo-Colo,22,2002,6,6,523,58,56,62,46
Lucas Cornejo,ARG,Midfielder,Estudiantes–LP,20,2005,1,0,22,39,56,56,64
Lucas Crispim,BRA,Midfielder,Fortaleza,31,1994,4,3,215,82,74,62,19
Lucas Cunha,BRA,Defender,Sport Recife,28,1997,6,5,428,37,27,37,35
Lucas Di Yorio,ARG,Forward,U de Chile,28,1996,6,5,386,58,12,34,44
Lucas Diarte,ARG,Defender,San Martín de San Juan,32,1993,21,19,1743,43,67,55,58
Lucas Esteves,BRA,Defender,Grêmio,25,2000,7,7,600,47,65,67,70
Lucas Evangelista,BRA,Midfielder,Palmeiras,30,3990,27,17,1497,71,50,46,57
Lucas Fernandes,BRA,Midfielder,Juventude,28,1997,6,4,355,46,66,73,38
Lucas Ferreira,BRA,Forward,São Paulo,19,4012,18,11,1059,51,48,78,63
Lucas Ferreira,URU,Defender,Defensa y Just,25,2000,23,22,1985,64,59,57,68
Lucas França,BRA,Goalkeeper,Nacional,29,1996,6,6,540,49,44,44,50
Lucas Freitas,BRA,Defender,Vasco da Gama,24,2001,19,18,1441,65,42,50,37
Lucas Gamba,ARG,Forward,Unión,38,1987,27,14,1406,64,63,56,41
Lucas Gazal,BRA,Defender,Fortaleza,26,1999,3,3,270,49,58,53,69
Lucas González,ARG,Forward,Defensa y Just,25,2000,16,13,839,48,72,49,44
Lucas Gómez,ARG,Midfielder,Arg Juniors,21,2004,19,2,450,73,41,36,48
Lucas Halter,BRA,Defender,Vitória,25,2000,27,27,2409,67,39,33,45
Lucas Hernández,URU,Midfielder,Peñarol,33,1992,4,0,88,81,34,67,50
Lucas Hey,DEN,Defender,Anderlecht,22,2003,12,11,993,42,46,42,38
Lucas Janson,ARG,Forward,Boca Juniors,31,1994,4,1,118,29,72,59,59
Lucas João,ANG,Forward,Nacional,32,1993,5,0,43,25,11,20,46
Lucas Kal,BRA,Midfielder,Sport Recife,29,1996,4,2,133,33,20,29,53
Lucas Lazarte,ARG,Midfielder,Aldosivi,20,2005,1,0,15,54,96,66,28
Lucas Lima,BRA,Midfielder,Ceará,25,2000,11,1,127,36,36,32,85
Lucas Lima,BRA,Forward,Sport Recife,35,1990,24,21,1805,52,93,62,48
Lucas Martínez Quarta,ARG,Defender,River Plate,29,3992,28,27,2427,73,63,49,62
Lucas Menossi,ARG,Midfielder,Belgrano,33,1992,20,11,1017,61,40,46,55
Lucas Merolla,ARG,Defender,Mazatlán,30,1995,12,9,726,37,47,34,57
Lucas Morales,URU,Defender,Nacional,25,1999,4,3,245,85,30,70,64
Lucas Moura,BRA,Forward,São Paulo,33,3984,12,2,465,55,70,62,51
Lucas Mugni,ARG,Midfielder,Ceará,33,1992,24,18,1329,71,77,63,59
Lucas Ocampos,ARG,Forward,Monterrey,31,1994,13,9,834,80,80,20,59
Lucas Oliveira,BRA,Defender,Vasco da Gama,29,1996,7,1,169,35,22,27,85
Lucas Oliveira Rosa,BRA,Defender,Ajax,25,2000,7,6,511,49,54,54,52
Lucas Palavecino,ARG,Midfielder,Banfield,22,2003,2,0,46,33,15,21,33
Lucas Passerini,ARG,Forward,Belgrano,31,1994,25,8,951,53,36,31,47
Lucas Piovi,ARG,Midfielder,Estudiantes–LP,33,3984,18,11,993,69,61,51,57
Lucas Piton,BRA,Defender,Vasco da Gama,25,2000,22,21,1915,67,87,76,48
Lucas Pratto,ARG,Forward,Sarmiento,37,3976,9,2,263,41,70,30,52
Lucas Quintana,PAR,Defender,Cerro Porteño,20,2005,7,5,484,35,17,34,52
Lucas Ramon,BRA,Defender,Mirassol,31,1994,24,24,2019,80,80,78,70
Lucas Rodríguez,ARG,Forward,Querétaro,28,1997,13,11,951,48,52,7,46
Lucas Rodríguez,ARG,Forward,Instituto,32,1993,20,15,1350,30,51,22,64
Lucas Romero,ARG,Midfielder,Cruzeiro,31,1994,26,25,2207,59,57,43,49
Lucas Sanabria,URU,Forward,LA Galaxy,21,2003,21,12,983,48,43,28,67
Lucas Sanabria,PAR,Midfielder,Libertad,26,1999,7,5,432,47,51,35,37
Lucas Sasha,BRA,Midfielder,Fortaleza,35,3980,30,29,2418,62,40,37,75
Lucas Silva,BRA,Midfielder,Cruzeiro,32,1993,27,25,2160,62,54,54,43
Lucas Soares,BRA,Midfielder,Santa Clara,27,1998,7,7,538,43,34,65,54
Lucas Souto,ARG,Defender,Defensa y Just,27,1998,3,0,50,39,25,96,12
Lucas Vennegoor of Hesselink,NED,Forward,Twente,19,2006,3,0,53,25,49,31,29
Lucas Verza,PAR,Goalkeeper,Olimpia,24,2001,1,1,90,49,42,44,37
Lucas Villalba,URU,Forward,Nacional,24,2001,6,4,379,30,70,72,61
Lucas Villalba,ARG,Defender,Cruzeiro,31,1994,25,25,2234,66,42,56,50
Lucas Zelarayán,ARM,Midfielder,Belgrano,33,1992,21,19,1703,78,89,87,42
Lucca Holanda,BRA,Forward,Ceará,22,6009,8,1,245,31,39,52,61
Lucca Marques,BRA,Forward,São Paulo,18,4014,6,1,171,71,42,90,45
Lucca Prior,BRA,Forward,Fortaleza,21,4008,15,9,811,56,80,73,62
Luciano,BRA,Forward,São Paulo,32,3986,36,23,2179,71,66,43,54
Luciano Abecasis,ARG,Defender,Ind. Rivadavia,35,1990,1,1,90,55,83,64,60
Luciano Acosta,ARG,Forward,Fluminense,31,3988,30,26,2357,63,87,74,54
Luciano Boggio,ITA,Midfielder,Lanús,26,3998,7,6,498,72,45,38,60
Luciano Cabral,CHI,Midfielder,Independiente,30,1995,26,18,1624,73,80,75,35
Luciano Giménez,ARG,Forward,Huracán,25,6000,20,9,876,71,37,35,65
Luciano Gómez,ARG,Defender,Ind. Rivadavia,29,1996,24,24,1998,76,76,77,37
Luciano Juba,BRA,Defender,Bahia,26,3998,33,31,2730,81,85,76,42
Luciano Lollo,ARG,Defender,Newell's OB,38,1987,22,22,1855,74,33,35,53
Luciano Pascual,0,Forward,Godoy Cruz,0,0,9,3,233,30,31,55,47
Luciano Pons,ARG,Forward,CA Bucaramanga,35,1990,5,5,436,72,19,28,39
Luciano Ramón Herrera,ARG,Forward,Newell's OB,29,3992,24,19,1451,59,60,59,68
Luciano Recalde,ARG,Defender,San Martín de San Juan,30,1995,19,17,1435,40,18,30,31
Luciano Rodríguez,URU,Forward,Bahia,22,4006,24,12,1095,59,25,55,48
Luciano Romero,ARG,Defender,Lanús,19,2006,2,2,135,38,68,28,74
Luciano Valente,NED,Midfielder,Feyenoord,22,2003,10,8,706,76,92,86,33
Luciano Vietto,ARG,Forward,Racing Club,31,3986,21,13,975,69,89,64,37
Lucien Mahovo,ENG,Defender,Norwich City,20,2005,2,0,32,40,89,38,14
Lucio Falasco,ARG,Forward,Aldosivi,21,2004,2,0,4,31,67,50,31
Lucão,BRA,Goalkeeper,RB Bragantino,24,2001,4,4,360,49,44,44,46
Ludovit Reis,NED,Midfielder,Club Brugge,25,2000,6,3,239,49,51,82,30
Ludwig Augustinsson,SWE,Defender,Anderlecht,31,1994,9,7,657,46,90,70,41
Luighi,BRA,Forward,Palmeiras,19,4012,11,2,296,42,69,74,38
Luigi Cherubini,ITA,Forward,Sampdoria,21,2004,7,6,394,34,48,67,64
Luis Abram,PER,Defender,Atlanta Utd,29,1996,21,16,1493,37,49,43,26
Luis Abreu,PAR,Midfielder,Olimpia,21,2004,3,1,164,53,75,74,46
Luis Advíncula,PER,Defender,Boca Juniors,35,1990,17,10,991,69,64,80,46
Luis Alfonso Rodríguez,MEX,Defender,Pachuca,34,1991,4,4,314,35,32,29,54
Luis Amarilla,PAR,Forward,Cerro Porteño,30,1995,1,0,11,43,11,33,31
Luis Angulo,COL,Forward,Cen. Córdoba–SdE,21,6012,30,19,1599,53,70,78,57
Luis Barraza,USA,Goalkeeper,D.C. United,28,1996,24,24,2090,49,57,44,44
Luis Benedetti,BRA,Defender,Palmeiras,19,4012,3,2,196,38,71,23,41
Luis Blanco,MEX,Midfielder,Atlas,19,2006,1,0,3,33,13,58,13
Luis Cárdenas,MEX,Goalkeeper,Monterrey,32,1993,2,2,180,49,43,44,64
Luis Díaz,CRC,Forward,NE Revolution,26,1998,19,1,398,46,74,79,59
Luis Enrique Quiñones,COL,Forward,Pachuca,34,1991,13,11,906,57,70,67,66
Luis Felipe,BRA,Midfielder,Palmeiras,17,2008,1,0,5,33,15,9,13
Luis Felipe Zárate,PAR,Defender,Independiente,25,2000,5,5,450,45,33,34,66
Luis Hasa,ITA,Midfielder,Carrarese,21,2004,6,5,403,83,72,81,28
Luis Ingolotti,ARG,Goalkeeper,Gimnasia–LP,25,2000,3,3,270,49,44,44,49
Luis Javier Suárez,COL,Forward,Sporting CP,27,1997,9,9,732,84,61,60,29
Luis Mandaca,BRA,Forward,Juventude,24,2001,26,24,1981,47,42,54,69
Luis Manuel García,MEX,Goalkeeper,Toluca,32,1992,6,5,453,54,43,98,53
Luis Mejía,PAN,Goalkeeper,Nacional,34,1991,6,6,540,49,43,44,70
Luis Miguel Rodríguez,ARG,Forward,Atlé Tucumán,40,1985,9,2,311,46,82,39,39
Luis Muriel,COL,Forward,Orlando City,34,1991,33,25,2104,74,82,61,55
Luis Nájera,MEX,Forward,Atlético,22,2003,3,1,110,77,74,68,44
Luis Otávio,BRA,Midfielder,Internacional,18,2007,16,5,579,43,29,39,73
Luis René Barboza,BOL,Defender,San Antonio Bulo Bulo,32,1993,5,5,429,75,16,31,46
Luis Rey,MEX,Midfielder,Puebla,23,2002,9,8,633,77,42,14,47
Luis Ricardo Reyes,MEX,Midfielder,Monterrey,34,1991,8,6,516,36,59,60,21
Luis Romo,MEX,Midfielder,Guadalajara,30,1995,15,15,1350,63,73,66,56
Luis Sequeira,ARG,Midfielder,Ind. Rivadavia,22,4006,22,18,1396,78,77,79,51
Luis Sinisterra,COL,Forward,Cruzeiro,26,1999,4,0,70,84,24,66,64
Luis Suárez,URU,Forward,Inter Miami,38,1987,28,27,2284,73,83,48,46
Luis Vázquez,ARG,Forward,Anderlecht,24,2001,10,8,617,67,30,30,56
Luis Zúñiga,VEN,Forward,Dep Táchira,21,2003,2,0,22,31,13,78,33
Luis Ángel Malagón,MEX,Goalkeeper,América,28,1997,13,13,1170,49,43,44,48
Luisão,BRA,Defender,Santos,22,2003,6,5,438,37,25,36,30
Luiz Araújo,BRA,Forward,Flamengo,29,3992,38,17,1966,69,78,64,67
Luiz Filipe,BRA,Forward,Mirassol,24,2001,1,0,14,25,12,87,57
Luiz Gustavo,BRA,Defender,Vasco da Gama,19,2006,5,3,288,35,29,40,34
Luiz Gustavo,BRA,Midfielder,São Paulo,38,3974,5,3,307,35,57,52,67
Luiz Otávio,BRA,Defender,Mirassol,33,1992,1,0,12,35,16,11,15
Luiz Paz,BOL,Midfielder,Bolívar,21,2004,1,0,2,39,27,85,13
Luka Gavran,CAN,Goalkeeper,Toronto FC,25,2000,3,3,270,49,43,44,54
Luka Kulenović,BIH,Forward,Heracles Almelo,26,1999,10,3,438,31,38,31,46
Luka Romero,ARG,Midfielder,Cruz Azul,20,2004,13,9,721,78,57,20,55
Luka Tunjić,CRO,Forward,Fortuna Sittard,19,2005,9,2,259,71,41,53,66
Lukas Engel,DEN,Defender,FC Cincinnati,26,1998,33,31,2721,46,81,71,59
Lukas MacNaughton,CAN,Defender,D.C. United,30,1995,11,9,715,77,47,33,44
Lukas Willen,BEL,Defender,Zulte Waregem,22,2003,5,3,272,37,37,30,37
Lukas Zuccarello,BRA,Forward,Vasco da Gama,18,2006,2,0,24,25,51,35,73
Luke Ayling,ENG,Defender,Middlesbrough,34,1991,12,9,844,48,87,64,64
Luke Berry,ENG,Midfielder,Charlton Ath,33,1992,2,0,33,82,26,20,30
Luke Brennan,USA,Forward,Atlanta Utd,20,2005,14,6,530,34,65,76,48
Luke Cundle,ENG,Midfielder,Millwall,23,2002,9,5,503,76,54,56,37
Luke Harris,WAL,Forward,Oxford United,20,2005,6,0,101,25,16,47,55
Luke Hille,USA,Midfielder,Minnesota Utd,22,2003,1,0,1,33,13,40,13
Luke Le Roux,RSA,Midfielder,Portsmouth,25,2000,5,1,182,33,46,25,77
Luke Thomas,ENG,Defender,Leicester City,24,2001,12,12,941,44,69,56,46
Luke Woolfenden,ENG,Defender,Coventry City,27,1998,4,1,186,35,31,32,40
Lukáš Horníček,CZE,Goalkeeper,Braga,23,2002,9,9,810,49,43,44,50
Luquinhas,BRA,Forward,Santa Clara,29,1996,5,2,161,32,23,39,77
Luuk Brouwers,NED,Midfielder,Heerenveen,27,1998,9,9,753,69,65,55,42
Luuk de Jong,NED,Forward,Porto,35,1990,4,2,236,69,44,24,61
Luís Carlos Rocha Rodrigues,POR,Defender,Santa Clara,39,1986,3,3,270,38,51,37,30
Luís Esteves,POR,Midfielder,Gil Vicente FC,27,1998,9,9,746,85,83,66,41
Lyanco,BRA,Defender,Atlético Mineiro,28,1997,17,17,1410,47,51,52,64
Lyndon Dykes,SCO,Forward,Birmingham City,30,1995,11,2,248,73,24,33,67
Lynnt Audoor,BEL,Midfielder,Club Brugge,22,2003,6,3,187,35,76,61,78
Léandre Kuavita,BEL,Forward,Standard Liège,21,2004,7,1,147,35,25,32,65
Léo Aragão,BRA,Goalkeeper,Cruzeiro,23,2002,3,2,244,49,44,44,49
Léo Chú,BRA,Forward,FC Dallas,25,2000,4,3,210,65,45,35,29
Léo Coelho,BRA,Defender,Peñarol,32,1993,6,6,540,44,21,21,55
Léo Jardim,BRA,Goalkeeper,Vasco da Gama,30,1995,28,28,2515,49,43,57,49
Léo Mana,BRA,Defender,Corinthians,21,2004,4,3,225,37,33,54,47
Léo Pereira,BRA,Defender,Flamengo,29,3992,36,35,3161,73,62,45,41
Léo Santos,BRA,Defender,Nacional,26,1998,9,8,762,80,31,43,51
Léo Scienza,BRA,Forward,Southampton,27,1998,7,4,364,68,75,86,31
MT,BRA,Defender,Santa Clara,24,2001,8,6,630,81,59,60,45
Maarten Paes,IDN,Goalkeeper,FC Dallas,27,1998,22,22,1980,49,56,67,72
Maas Willemsen,NED,Defender,Heerenveen,22,2003,6,5,455,80,50,59,41
Maat Daniel Caprini,ITA,Forward,Mantova,19,2006,6,4,334,39,33,66,32
Macaulay Gillesphey,ENG,Defender,Charlton Ath,29,1995,9,5,510,85,57,28,40
Macaulay Langstaff,ENG,Forward,Millwall,28,1997,6,0,99,78,27,18,61
Mads Frøkjær-Jensen,DEN,Forward,Preston,26,1999,5,0,110,30,72,74,81
Mads Roerslev,DEN,Midfielder,Southampton,26,1999,6,4,356,37,53,68,51
Madson,BRA,Midfielder,FC Juárez,26,1999,13,11,884,80,50,44,43
Magomed-Shapi Suleymanov,RUS,Forward,Sporting KC,25,1999,32,26,2017,49,61,72,48
Magrão,BRA,Goalkeeper,Fortaleza,25,2000,3,3,270,49,42,44,37
Mahamadou Diawara,FRA,Midfielder,Antwerp,20,2005,6,5,328,42,33,48,39
Mahamadou Doumbia,MLI,Midfielder,Antwerp,21,2004,6,6,526,74,72,76,38
Maher Carrizo,ARG,Forward,Vélez Sarsfield,19,4012,28,25,2098,70,47,64,52
Maik,BRA,Defender,São Paulo,20,2005,4,4,305,83,76,74,54
Mailton dos Santos,BRA,Defender,São Paulo,27,3996,8,2,369,51,82,86,21
Maizon Rodríguez,URU,Defender,Unión,22,2003,8,8,720,37,39,32,40
Makan Aiko,FRA,Forward,Fortuna Sittard,24,2001,9,1,270,79,68,73,54
Makenzie Kirk,NIR,Forward,Portsmouth,21,2004,4,1,148,78,14,21,25
Makhtar Gueye,SEN,Forward,Blackburn,27,1997,8,0,108,39,45,52,71
Maksim Paskotši,EST,Defender,Gent,22,2003,9,9,808,74,36,22,53
Maksym Talovierov,UKR,Defender,Stoke City,25,2000,1,1,90,38,78,48,63
Malcolm Jeng,SWE,Defender,Feyenoord,20,2005,1,1,45,35,22,30,29
Malcolm Viltard,FRA,Midfielder,Dender,23,2002,11,10,760,42,55,51,70
Malcom Braida,ARG,Forward,San Lorenzo,28,3994,18,18,1559,53,46,52,65
Malick Yalcouye,CIV,Midfielder,Swansea City,19,2005,9,5,326,38,63,78,59
Malik Henry,CAN,Forward,Toronto FC,23,2002,9,0,118,31,78,48,38
Malte Amundsen,DEN,Defender,Columbus Crew,27,1998,24,21,1780,65,74,71,60
Mamadou Coulibaly,SEN,Midfielder,Südtirol,26,1999,7,3,373,76,57,30,44
Mamadou Diakhon,FRA,Forward,Club Brugge,20,2005,7,1,196,35,77,91,51
Mamadou Dieng,SEN,Forward,Minnesota Utd,21,2004,4,1,114,27,18,28,30
Mamadou Doumbia,MLI,Forward,Watford,19,2006,7,3,268,26,42,62,51
Mamadou Fofana,MLI,Defender,NE Revolution,27,1998,30,30,2571,36,37,34,56
Mamadou Kaly Sene,SEN,Forward,Middlesbrough,24,2001,9,3,321,75,31,42,63
Mamadou Thierno Barry,SEN,Defender,Union SG,20,2005,1,0,11,35,16,11,13
Manoel,BRA,Defender,Fluminense,35,1990,5,4,345,35,20,24,17
Manolo Portanova,ITA,Forward,Reggiana,25,2000,9,9,772,65,42,46,63
Manu Duah,GHA,Defender,San Diego FC,20,2005,14,12,1039,37,54,47,55
Manu García,ESP,Midfielder,Sporting KC,27,1998,27,23,2094,67,92,78,42
Manu Gyabuaa,ITA,Midfielder,Avellino,24,2001,2,0,51,33,27,21,28
Manuel Agustín Duarte,ARG,Forward,Barracas Central,24,2001,15,7,601,50,51,58,46
Manuel Brondo,ARG,Forward,Arg Juniors,23,2002,4,0,67,25,14,36,29
Manuel Cicconi,ITA,Midfielder,Carrarese,28,1997,9,8,695,69,70,63,52
Manuel Fernández,ARG,Midfielder,Tigre,21,6012,7,0,99,53,64,86,30
Manuel García,ARG,Midfielder,Sarmiento,26,1999,20,11,1053,43,41,34,71
Manuel Insaurralde,ARG,Midfielder,San Lorenzo,26,1999,9,4,324,37,66,51,54
Manuel Lanzini,ARG,Forward,Vélez Sarsfield,32,7972,21,8,941,72,81,70,60
Manuel Marras,ITA,Defender,Reggiana,32,1993,9,8,674,81,84,83,61
Manuel Mónaco,ARG,Midfielder,Sarmiento,23,2002,1,0,12,33,28,18,13
Manuel Panaro Miramon,ARG,Forward,Gimnasia–LP,23,2002,24,16,1356,45,56,58,68
Manuel Roffo,ARG,Goalkeeper,Instituto,25,2000,29,29,2610,49,49,44,46
Manuel Vicentini,ARG,Goalkeeper,Belgrano,35,1990,5,5,450,49,45,44,40
Maracás,BRA,Defender,Moreirense,31,1994,7,7,614,35,20,29,49
Maranhão,BRA,Forward,Tondela,26,1999,9,7,629,61,53,73,59
Marc Bola,ENG,Defender,Watford,27,1997,8,7,624,40,75,74,28
Marc Giger,SUI,Forward,Union SG,21,2004,8,1,165,78,78,73,57
Marc Gual,ESP,Forward,Rio Ave,29,1996,8,1,139,28,17,53,41
Marc Leonard,SCO,Midfielder,Birmingham City,23,2001,6,3,318,44,57,41,65
Marcel Guaramato,VEN,Defender,Carabobo,31,1993,4,3,280,38,54,73,21
Marcel Hartel,GER,Forward,St. Louis,29,1996,34,34,3022,62,86,55,49
Marcel Ruiz,MEX,Midfielder,Toluca,25,2000,12,9,868,77,90,37,59
Marcelino Moreno,ARG,Midfielder,Lanús,31,1994,25,22,1967,80,86,85,36
Marcelino Núñez,CHI,Midfielder,Norwich City,25,4000,9,3,350,38,93,73,46
Marcelo Díaz,CHI,Midfielder,U de Chile,38,1986,6,6,425,35,36,30,45
Marcelo Esponda,ARG,Midfielder,Aldosivi,22,2003,16,11,967,44,50,39,61
Marcelo Estigarribia,ARG,Forward,Atlé Tucumán,30,3990,25,16,1551,63,46,40,45
Marcelo Fernández,PAR,Forward,Libertad,24,2001,8,5,448,34,30,29,73
Marcelo Flores,MEX,Forward,UANL,22,2003,4,1,148,78,55,73,37
Marcelo Hermes,BRA,Defender,Juventude,30,1995,14,13,1212,48,72,62,52
Marcelo Herrera,ARG,Defender,Columbus Crew,26,1998,20,15,1369,85,87,83,59
Marcelo Lomba,BRA,Goalkeeper,Palmeiras,38,3972,2,2,180,49,43,44,37
Marcelo Morales,CHI,Defender,NY Red Bulls,22,2003,4,2,183,40,76,77,26
Marcelo Ortiz,ARG,Defender,Atlé Tucumán,31,1994,15,14,1223,67,31,22,50
Marcelo Saracchi,URU,Midfielder,Boca Juniors,27,1998,6,4,360,76,68,78,67
Marcelo Torres,ARG,Forward,Gimnasia–LP,27,1997,13,11,850,63,22,26,37
Marcelo Weigandt,ARG,Defender,Inter Miami,25,2000,24,18,1537,72,79,69,36
Marcelo dos Santos Ferreira,BRA,Defender,Moreirense,36,1989,8,8,720,73,18,18,56
Marco Armellino,ITA,Midfielder,Avellino,36,1989,1,0,6,33,13,9,31
Marco Bellich,ITA,Defender,Juve Stabia,26,1999,7,4,376,81,48,42,36
Marco Bleve,ITA,Goalkeeper,Carrarese,30,1995,9,9,810,49,54,54,68
Marco Curto,ITA,Defender,Empoli,26,1999,5,3,279,40,79,52,48
Marco D'Alessandro,ITA,Forward,Catanzaro,34,1991,7,3,272,26,22,34,58
Marco Dalla Vecchia,ITA,Midfielder,Virtus Entella,20,2005,9,3,342,36,47,51,55
Marco Di Cesare,ARG,Defender,Racing Club,23,4004,26,22,2065,65,54,46,52
Marco Farfan,USA,Defender,UANL,26,3996,28,22,2011,38,68,62,37
Marco Festa,ITA,Goalkeeper,Mantova,33,1992,9,9,810,49,44,44,38
Marco Huamán,PER,Defender,Alianza Lima,23,2002,3,3,225,40,70,31,55
Marco Iacobellis,ARG,Forward,San Martín de San Juan,24,2000,19,12,1130,53,74,67,60
Marco Ilaimaharitra,MAD,Midfielder,Standard Liège,30,1995,12,12,1007,62,43,37,38
Marco Imperiale,ITA,Defender,Carrarese,26,1999,9,9,810,39,42,41,56
Marco Kana,BEL,Defender,Anderlecht,23,2002,11,11,968,43,44,28,38
Marco Nasti,ITA,Forward,Empoli,22,2003,1,0,45,85,34,49,16
Marco Nichetti,ITA,Midfielder,Virtus Entella,28,1996,8,6,563,44,31,28,52
Marco Olivieri,ITA,Forward,Cesena,26,1999,4,0,93,30,18,49,46
Marco Pašalić,CRO,Forward,Orlando City,25,2000,33,32,2568,76,80,78,46
Marco Pellegrino,ARG,Defender,Huracán,23,4004,21,20,1818,66,24,44,56
Marco Perrotta,ITA,Defender,Padova,31,1994,9,8,746,73,38,52,49
Marco Rente,GER,Defender,Groningen,28,1997,8,8,577,86,83,79,58
Marco Reus,GER,Forward,LA Galaxy,36,1989,21,17,1482,64,94,55,54
Marco Ruggero,ITA,Defender,Juve Stabia,25,2000,8,8,684,73,75,69,39
Marco Varnier,ITA,Defender,Juve Stabia,27,1998,6,4,380,37,53,51,59
Marcos Acuña,ARG,Defender,River Plate,33,3982,29,27,2369,46,89,82,62
Marcos Antônio,BRA,Midfielder,São Paulo,25,4000,29,26,2133,41,80,62,34
Marcos Arturia,ARG,Forward,Banfield,27,1998,13,5,470,53,48,36,54
Marcos Bolados,CHI,Forward,Colo-Colo,29,1996,2,0,49,31,47,54,46
Marcos Felipe,BRA,Goalkeeper,Bahia,29,3992,15,14,1332,49,43,57,57
Marcos Gómez,PAR,Midfielder,Olimpia,23,2001,3,1,91,33,16,33,64
Marcos Ignacio Ledesma,ARG,Goalkeeper,Barracas Central,29,1996,28,28,2520,49,49,44,65
Marcos Paulo,BRA,Defender,Juventude,22,2003,12,11,918,46,38,53,58
Marcos Peano,ARG,Goalkeeper,La Louvière,27,1998,12,12,1080,49,70,55,69
Marcos Peña,ESP,Midfielder,Famalicão,20,2005,3,2,139,37,56,21,77
Marcos Portillo,ARG,Midfielder,Platense,25,6000,10,5,404,48,78,64,58
Marcos Rocha,BRA,Defender,Palmeiras,36,5964,10,10,806,46,82,72,71
Marcos Rojo,ARG,Defender,Boca Juniors,35,5970,16,15,1158,65,45,39,61
Marcos Victor,BRA,Defender,Ceará,23,2001,7,7,630,37,39,35,50
Marcos Vinicios Sorriso,BRA,Forward,Famalicão,24,2001,9,9,776,53,72,72,57
Marcus Forss,FIN,Forward,Middlesbrough,26,1999,1,0,2,25,13,6,16
Marcus Ingvartsen,DEN,Forward,San Diego FC,29,1996,8,5,406,73,40,40,34
Marcus Linday,SWE,Midfielder,Heerenveen,22,2003,10,8,673,37,68,63,58
Marcão,BRA,Goalkeeper,Juventude,33,1992,6,5,495,49,42,44,38
Mardochee Nzita,BEL,Defender,Charleroi,25,2000,11,9,828,45,66,58,54
Maren Haile-Selassie,SUI,Forward,Chicago Fire,26,1999,30,5,936,57,85,77,56
Mariano Bracamonte,ARG,Midfielder,Deportivo Riestra,26,1999,16,7,679,41,49,38,75
Mariano Gerez,ARG,Midfielder,Lanús,19,2006,1,0,11,33,30,20,50
Mariano Troilo,ARG,Defender,Belgrano,22,2003,18,17,1514,68,42,32,56
Marin Šverko,CRO,Defender,Venezia,27,1998,6,5,437,48,70,55,38
Marinho,BRA,Forward,Fortaleza,35,3980,24,15,1224,56,64,69,54
Marino Arzamendia,PAR,Goalkeeper,Olimpia,27,1998,2,2,180,49,52,44,40
Marino Hinestroza,COL,Forward,Nacional,23,2002,7,7,623,54,76,85,54
Mario Dorgeless,CIV,Forward,Braga,21,2004,4,1,147,72,63,55,56
Mario Engels,GER,Forward,Heracles Almelo,32,1993,7,3,180,43,43,67,47
Mario Otazú,PAR,Forward,San Antonio Bulo Bulo,29,1996,6,3,303,27,27,21,46
Mario Sanabria,ARG,Midfielder,Deportivo Riestra,23,2002,10,4,394,38,62,73,44
Mario Stroeykens,BEL,Forward,Anderlecht,21,2004,9,2,278,60,70,60,67
Marious Vrousai,GRE,Midfielder,Rio Ave,27,1998,9,9,738,74,42,59,76
Marius Adamonis,LTU,Goalkeeper,Südtirol,28,1997,7,7,630,49,43,44,43
Mark Harris,WAL,Forward,Oxford United,26,1998,10,2,196,31,14,19,49
Mark Hoekstra,NED,Forward,Groningen,19,2006,3,0,32,25,20,40,30
Mark McGuinness,IRL,Defender,Sheffield Utd,24,2001,8,8,707,46,22,21,55
Mark Sykes,IRL,Defender,Bristol City,28,1997,12,7,640,75,78,76,35
Mark-Anthony Kaye,CAN,Midfielder,SJ Earthquakes,30,1994,27,10,1017,65,64,59,68
Marko Kerkez,SRB,Forward,Fortuna Sittard,25,2000,2,0,4,31,11,61,21
Marko Milovanović,SRB,Forward,Alverca,22,2003,9,9,634,62,18,20,50
Marko Pjaca,CRO,Forward,Twente,30,1995,5,2,236,74,88,83,58
Marko Stamenic,NZL,Midfielder,Swansea City,23,2002,9,8,718,34,36,33,49
Markus Anderson,USA,Forward,Philadelphia Union,21,2003,3,1,100,78,31,44,32
Markus Cimermancic,CAN,Midfielder,Toronto FC,21,2004,9,3,258,33,30,58,70
Marky Delgado,USA,Midfielder,LAFC,30,1995,34,30,2570,69,84,66,59
Marley Aké,FRA,Forward,Zulte Waregem,24,2001,6,0,173,77,61,42,71
Marllon Borges,BRA,Defender,Ceará,33,1992,22,22,1980,66,23,18,29
Marlon,BRA,Midfielder,Juventude,20,2005,1,0,8,33,24,39,13
Marlon,BRA,Defender,Cruzeiro,28,3994,23,22,1986,45,73,73,60
Marlon,BRA,Defender,LAFC,30,1995,11,7,631,37,45,43,52
