Team,Average Age,Possession,Matches Played,Goals,xG,Shots,Shots on Target,Penalties Scored,Penalties Attempted,Shot Creating Actions,Goal Creating Actions,Passes Completed (Total),Passes Attempted (Total),Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Progressive Carries,Progressive Passes Received,Tackles,Tackles Won,Tackles Defensive Third,Tackles Middle Third,Tackles Attacking Third,Challenges Tackled,Challenges Attempted,Challenges Lost,Blocks,Interceptions,Clearances,Errors,Touches,Touches Defensive Penalty Area,Touches Defensive Third,Touches Middle Third,Touches Attacking Third,Touches Attacking Penalty Area,Live-Ball Touches,Take-Ons Attempted,Successful Take-Ons,Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Yellow Cards,Red Cards,Second Yellow Cards,Fouls Committed,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own Goals,Ball Recoveries,Aerial Duels Won,Aerial Duels Lost,Goals Against,Shots on Target Against,Saves,Clean Sheets,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Post-Shot Expected Goals,Launched Passes Completed,Launched Passes Attempted,Passes Attempted (GK),Through Balls,Goal Kicks Attempted,Crosses Opposed,Crosses Stopped,Sweeper Actions
Atlético Madrid,28.4,52.6,38,68,64.6,463,174,6,7,826,123,17826,21418,8814,9752,6993,7984,1486,2519,348,1233,365,96,1559,760,1553,619,375,305,238,76,319,627,308,358,260,818,25,25387,2335,8013,11493,6074,860,25380,639,276,15829,579,167,541,275,17707,75,3,0,412,427,72,4,5,2,1563,445,420,30,116,88,17,5,5,0,0,25.7,110,286,683,194,323,511,30,28
Barcelona,24.7,68.3,38,99,91.5,670,240,7,8,1205,172,22321,25721,10452,11341,9674,10643,1577,2424,500,2020,479,77,2212,860,2201,538,332,186,245,107,271,520,249,329,227,601,14,29805,1857,6516,14966,8535,1208,29797,909,455,18077,667,238,579,316,22187,63,3,1,368,465,65,8,4,0,1673,380,339,39,108,69,13,4,4,0,0,35.1,62,172,1139,181,194,356,15,158
Betis,27.5,52.4,38,55,54.7,518,176,7,10,944,100,15770,19284,7583,8423,6318,7291,1341,2443,417,1127,329,75,1486,679,1468,645,397,271,273,101,342,644,302,406,356,910,19,23872,2253,7466,10545,6088,921,23862,722,312,13910,532,228,676,378,15627,75,4,0,433,524,56,9,4,1,1679,464,478,50,141,92,7,4,4,0,0,49.1,115,376,1027,177,230,516,30,51
Celta Vigo,26.9,53.6,38,58,54.2,442,167,8,9,789,98,17798,21253,7549,8367,8368,9325,1480,2521,339,1424,300,53,1659,709,1649,555,340,258,217,80,286,576,290,345,282,828,30,25123,2232,7618,12133,5574,831,25114,628,254,15010,500,218,558,296,17691,84,6,3,462,436,67,6,4,2,1532,375,439,57,145,89,8,4,3,1,0,48.9,69,242,805,210,282,501,27,49
Espanyol,25.2,39.8,38,38,34.4,351,98,5,5,632,68,10580,13996,4245,4942,4814,5678,1297,2629,256,772,204,81,1000,497,991,640,397,380,210,50,310,610,300,435,315,1131,21,18406,2655,7408,7625,3582,548,18401,546,221,9361,359,109,561,241,10490,88,1,0,498,432,61,5,6,1,1364,493,504,51,192,140,8,6,4,2,0,57.7,194,526,930,197,326,670,64,35
Getafe,27.7,41.8,38,34,36.8,430,122,5,5,736,56,8695,12922,3711,4579,3515,4628,1250,2951,296,958,226,104,981,368,966,645,393,287,278,80,333,665,332,411,276,1065,15,17605,1770,5183,7998,4646,675,17600,631,265,7825,311,105,719,357,8611,110,7,3,602,506,90,3,9,0,1436,771,738,39,126,86,9,9,8,1,0,42.0,300,799,711,68,312,479,25,39
Girona,27.5,56.3,38,43,42.5,397,134,4,5,727,77,18273,21401,8002,8697,8458,9319,1526,2565,308,1494,302,87,1691,765,1684,569,348,268,219,82,292,557,265,327,279,722,34,25088,2516,7829,11533,5912,795,25083,634,291,15275,553,180,522,312,18040,76,2,0,437,439,79,4,6,1,1443,321,344,60,164,102,8,6,3,3,0,53.0,107,328,1049,152,251,463,40,35
Las Palmas,26.8,50.7,38,38,36.3,409,134,3,4,741,68,14352,18209,6396,7255,6214,7269,1395,2776,304,1059,246,79,1210,499,1197,619,370,308,253,58,307,592,285,434,321,971,28,22497,2561,7809,10353,4511,669,22493,571,239,11365,346,113,547,275,14222,110,4,2,452,462,59,1,10,3,1454,529,561,61,182,120,4,10,5,4,1,63.7,193,584,1203,195,318,561,22,36
Leganés,27.8,42.6,38,38,36.0,345,110,5,7,608,73,11207,14840,5038,5734,4716,5600,1169,2735,241,796,187,45,1030,417,1023,633,384,301,250,82,295,599,304,436,332,1201,18,19312,2448,7029,8720,3764,482,19305,627,302,9782,364,105,575,314,11128,82,6,0,503,470,84,7,8,3,1500,472,614,56,175,122,11,8,7,0,1,59.1,237,885,868,132,363,709,56,53
Mallorca,28.7,46.8,38,34,38.8,382,107,4,5,684,60,12613,16224,5538,6293,5349,6310,1466,2803,282,973,239,112,1184,479,1169,584,361,305,211,68,257,500,243,389,326,1161,17,20649,2598,7168,9299,4391,635,20644,583,255,10945,409,85,567,377,12481,81,6,1,466,432,78,4,3,1,1523,672,609,44,165,122,9,3,3,0,0,47.4,239,614,925,144,355,638,23,27
Osasuna,27.4,46.1,38,46,44.0,409,123,9,9,726,82,12184,16028,5022,5858,5403,6487,1489,2835,300,963,265,127,1221,567,1204,614,365,296,239,79,311,618,307,388,266,918,16,20036,2263,6318,8904,5007,737,20027,592,260,10439,424,134,532,293,12053,88,0,0,508,379,66,9,7,1,1461,617,515,52,187,136,9,7,7,0,0,57.4,296,649,978,143,309,538,33,86
Rayo Vallecano,29.3,51.7,38,38,45.4,514,162,0,1,886,59,13936,17861,6459,7310,5793,6748,1401,2920,374,1081,242,85,1362,589,1346,626,396,328,218,80,309,664,355,443,334,973,22,22372,2557,7799,9339,5455,711,22371,647,286,12068,431,143,630,327,13833,96,3,0,522,391,79,1,8,1,1688,485,540,45,153,107,10,8,6,2,0,45.7,203,640,1032,150,319,532,37,39
Real Madrid,26.6,60.4,38,78,75.3,621,229,10,14,1160,137,21356,24221,10517,11248,8566,9311,1723,2595,501,1773,359,34,1967,983,1953,586,359,294,209,83,264,486,222,353,331,633,19,28252,2392,7662,12794,8048,1181,28238,878,412,17893,696,364,528,290,21223,57,4,0,332,518,85,11,3,1,1541,334,267,38,126,89,15,3,3,0,0,35.9,84,258,960,205,279,416,19,27
Real Sociedad,25.2,53.8,38,34,42.5,385,122,4,4,682,59,14880,18759,6750,7619,6360,7434,1421,2687,284,1087,242,64,1341,645,1325,649,401,309,244,96,308,579,271,428,283,913,21,23027,2275,7208,10770,5243,747,23023,659,295,12533,417,163,603,297,14716,85,4,0,501,417,82,3,7,0,1569,578,606,46,142,94,13,7,5,2,0,41.5,187,493,1072,122,271,467,30,43
Sevilla,26.1,50.5,38,39,42.7,472,148,2,3,824,71,14432,18057,6743,7466,6146,7086,1267,2706,357,1072,210,60,1193,594,1186,648,390,321,240,87,312,563,251,368,367,931,17,22465,2404,8057,9800,4813,669,22462,720,339,11147,397,161,624,331,14288,98,8,3,494,402,70,1,6,1,1551,531,442,55,148,93,10,6,5,1,0,48.1,155,587,1061,146,264,513,27,43
Valencia,24.7,48.4,38,43,43.2,382,116,5,5,676,71,13938,17708,6341,7094,6081,7066,1284,2634,283,1109,254,91,1340,572,1328,647,415,340,228,79,321,573,252,366,302,953,19,21876,2290,7206,9840,5033,653,21871,625,236,11347,414,122,535,340,13802,86,1,0,442,446,72,4,9,3,1550,449,540,54,148,95,8,9,6,2,1,50.5,156,521,925,159,286,523,36,54
Valladolid,25.6,42.8,38,26,34.6,331,97,5,5,601,42,12052,15387,4795,5456,5607,6494,1410,2699,256,752,176,93,991,476,976,596,357,342,204,50,276,566,290,450,311,944,29,19507,2681,8158,8153,3393,523,19502,624,289,9680,316,120,513,268,11933,91,5,2,459,486,67,3,7,1,1355,544,524,90,204,115,5,7,7,0,0,74.5,202,550,1042,167,360,580,39,38
Villarreal,26.7,47.6,38,69,64.8,530,171,5,7,962,124,14532,17825,6234,6978,6564,7485,1463,2559,427,1146,371,102,1522,693,1510,649,396,333,236,80,336,628,292,426,281,922,21,22112,2612,7831,9120,5352,983,22105,627,279,12034,503,202,560,289,14383,96,4,1,442,463,77,6,8,1,1547,492,399,51,160,110,7,8,7,0,1,44.4,122,339,834,207,296,579,34,36
Augsburg,26.8,44.3,34,35,34.7,397,114,1,2,704,63,11577,14936,4900,5714,5187,6033,1267,2377,296,905,248,77,1162,450,1149,464,300,198,202,64,233,430,197,417,341,971,16,19036,2215,6126,8404,4701,681,19034,555,228,10166,356,97,587,297,11478,78,5,2,351,373,59,2,5,2,1441,529,491,51,156,107,11,5,5,0,0,50.2,212,561,966,123,295,554,21,44
Bayern Munich,27.7,67.9,34,96,81.7,636,255,9,10,1168,161,22755,25733,11338,12153,9489,10320,1548,2329,511,2131,464,67,2138,831,2125,506,300,166,233,107,250,450,200,318,232,518,23,29435,1651,6130,14825,8664,1212,29425,791,383,18048,683,265,495,264,22614,48,1,0,295,341,56,6,2,0,1665,418,344,32,80,48,16,2,1,0,1,29.3,130,306,1192,123,150,267,12,70
Bochum,28.0,45.5,34,32,41.8,433,133,1,3,739,53,10281,14230,3889,4696,4761,5852,1433,2841,308,865,235,76,1090,378,1077,600,360,318,207,75,306,572,266,475,294,906,23,18311,2240,6257,8021,4198,683,18308,421,167,9051,292,89,524,235,10164,71,2,1,465,293,63,3,6,0,1447,744,665,68,153,83,5,6,3,2,1,60.8,347,816,1061,94,299,467,18,51
Dortmund,26.6,58.9,34,69,61.2,478,157,5,6,857,123,17077,20321,7783,8536,7542,8376,1403,2463,372,1348,324,86,1563,701,1555,523,319,232,196,95,261,492,231,375,249,726,18,24214,2170,6972,11525,5921,916,24208,747,341,14567,522,219,502,307,16922,71,6,3,330,343,43,5,4,1,1480,474,418,51,140,89,7,4,4,0,0,51.4,120,369,1101,129,220,444,23,49
Eint Frankfurt,24.9,49.7,34,68,65.1,480,172,3,5,849,115,13925,17138,6627,7329,5810,6682,1094,2198,354,1033,308,55,1347,585,1337,566,341,267,219,80,280,508,228,425,287,994,26,21315,2574,7332,9549,4619,871,21310,609,293,12239,428,188,561,262,13804,55,1,1,341,304,57,2,3,2,1486,467,437,46,163,117,9,3,1,2,0,49.2,129,428,966,157,269,531,40,46
Freiburg,27.1,48.7,34,46,44.3,405,132,0,4,714,84,12892,16460,5552,6386,5789,6731,1209,2417,285,981,253,74,1129,442,1120,511,317,225,222,64,235,457,222,400,276,811,21,20178,2220,6656,9166,4504,722,20174,486,215,10294,319,119,456,259,12683,54,2,1,316,325,61,3,4,1,1368,596,608,53,150,96,11,4,2,2,0,48.5,213,580,1213,138,249,481,40,37
Gladbach,26.5,49.6,34,53,50.6,413,153,4,5,736,93,14148,17507,6502,7257,6076,7009,1261,2322,308,848,278,93,1112,530,1104,504,284,278,177,49,240,473,233,445,317,1067,23,21519,2921,8283,9361,4035,702,21514,469,206,11672,360,131,420,269,14002,53,3,2,339,326,65,5,8,2,1308,530,473,57,191,135,7,8,7,1,0,59.6,195,473,1217,158,300,594,35,28
Heidenheim,26.8,43.5,34,37,40.3,398,124,5,5,713,60,11127,14684,4145,4986,5303,6225,1428,2682,294,806,231,84,974,516,959,614,356,322,235,57,294,558,264,435,312,952,15,18836,2427,7356,7915,3789,619,18831,532,232,10014,347,94,537,240,11035,66,1,0,385,390,50,3,6,0,1420,553,646,64,171,107,9,6,6,0,0,59.7,162,462,1066,160,301,478,22,21
Hoffenheim,26.5,48.7,34,46,42.6,440,148,3,3,790,81,12827,16506,5746,6593,5461,6522,1221,2444,324,1041,298,108,1218,481,1208,570,336,266,236,68,269,511,242,450,291,922,22,20591,2338,6644,9219,4904,762,20588,505,234,10884,391,124,451,293,12717,66,2,0,391,366,70,2,6,3,1466,577,588,68,173,105,4,6,3,3,0,64.4,208,575,1022,143,230,491,21,35
Holstein Kiel,25.6,43.6,34,49,39.8,368,133,4,5,652,81,10537,13961,4072,4768,5038,5991,1261,2558,266,676,181,69,875,359,860,541,328,292,174,75,277,530,253,409,294,1126,22,18172,2860,7924,7386,3022,572,18167,424,184,8483,261,81,504,242,10453,77,4,2,407,350,44,4,7,3,1267,546,607,80,195,117,2,7,6,1,0,65.8,214,577,1073,171,309,668,42,23
Leverkusen,27.0,59.2,34,70,56.9,499,181,3,6,910,124,18301,21589,9397,10227,7044,7969,1397,2377,387,1610,319,83,1692,696,1678,395,259,153,163,79,184,357,173,302,234,676,26,25098,1888,5876,12171,7188,918,25092,584,254,13865,496,181,458,253,18137,62,1,1,325,352,64,5,4,4,1463,463,419,43,134,95,9,4,4,0,0,39.4,135,338,833,126,222,348,14,45
Mainz 05,27.4,50.4,34,53,50.1,417,142,4,4,736,93,12478,16434,5681,6560,5218,6226,1280,2671,319,1038,309,93,1286,466,1272,564,325,234,247,83,236,448,212,419,352,947,22,20675,2193,6705,9124,5015,782,20671,496,214,10562,334,119,593,295,12386,71,5,3,408,329,78,3,5,0,1545,618,697,43,150,106,9,5,4,1,0,47.1,188,610,991,139,249,547,47,66
RB Leipzig,25.3,52.2,34,51,46.6,405,144,3,4,721,85,14698,18207,6822,7749,6428,7472,1090,2013,313,1138,306,52,1353,516,1346,543,333,248,222,73,258,525,267,500,268,990,29,22396,2257,6793,10962,4856,757,22392,580,261,11429,392,136,510,312,14621,68,5,2,376,333,83,4,3,0,1533,480,439,48,158,109,14,3,2,1,0,50.0,98,261,824,167,251,512,30,45
St. Pauli,26.9,44.2,34,26,35.3,377,109,1,2,662,45,11751,15300,5086,5835,5248,6213,1110,2391,278,892,201,72,1073,418,1057,537,315,256,217,64,266,511,245,391,257,915,21,19141,2257,6816,8232,4244,648,19139,429,179,9105,326,122,476,262,11611,53,4,3,353,352,66,2,5,1,1350,533,656,41,140,96,9,5,1,4,0,49.8,171,521,1212,112,241,426,24,27
Stuttgart,24.9,57.2,34,61,62.3,465,172,2,6,841,104,16513,19767,8302,9120,6590,7479,1230,2270,370,1291,372,90,1493,545,1478,477,282,197,199,81,254,476,222,401,298,777,20,23545,2241,6719,11421,5572,945,23539,566,264,13416,434,170,499,312,16334,72,5,3,358,411,62,4,3,1,1378,468,448,53,136,83,7,3,2,1,0,44.8,157,410,1093,137,212,415,21,57
Union Berlin,27.2,40.0,34,36,37.0,414,120,3,3,709,62,9960,13705,4467,5296,3994,4998,1156,2400,292,792,239,75,1049,390,1032,537,318,266,223,48,270,507,237,409,312,1046,13,17834,2167,6285,7721,3997,688,17831,420,172,8875,252,107,472,286,9874,72,1,0,419,313,67,3,6,1,1368,656,676,50,139,86,8,6,2,4,0,49.0,171,468,842,161,259,568,40,39
Werder Bremen,27.5,50.0,34,53,49.1,424,138,3,5,772,94,13999,17550,5827,6663,6247,7263,1455,2530,327,954,335,91,1351,495,1343,551,321,245,240,66,276,521,245,454,315,851,27,21493,2477,7701,9226,4721,818,21488,477,195,12439,347,126,493,256,13899,75,4,3,335,402,72,4,3,3,1453,473,470,57,156,102,10,3,3,0,0,52.9,134,370,1072,188,239,464,35,34
Wolfsburg,25.2,46.1,34,53,47.5,432,137,4,5,754,95,11590,15088,4735,5598,5178,6041,1421,2665,316,999,247,53,1205,489,1196,491,301,257,175,59,246,540,294,435,312,977,19,19121,2295,6603,8190,4491,725,19116,514,209,10180,338,131,504,215,11456,75,3,0,350,366,49,4,3,1,1344,519,562,54,160,106,6,3,2,1,0,57.3,223,608,1066,143,285,512,24,22
Ajax,25.5,50.1,12,21,20.5,147,64,3,3,257,33,5112,6255,2484,2791,2030,2307,436,813,108,337,84,16,406,195,402,230,139,108,84,38,112,203,91,137,139,325,8,7720,978,2759,3453,1583,247,7717,214,92,4399,153,57,184,101,5065,30,2,1,162,160,17,2,1,0,559,174,161,16,59,43,4,1,1,0,0,19.5,65,194,420,46,80,192,15,9
Anderlecht,25.7,55.2,10,16,11.5,123,41,1,1,221,25,4424,5436,2018,2282,1896,2165,397,719,90,347,77,19,411,192,408,183,115,78,78,27,73,121,48,101,88,229,3,6535,663,2027,2880,1690,224,6534,168,73,3679,103,53,143,108,4384,17,1,1,106,141,16,1,2,2,460,130,138,17,42,26,1,2,1,1,0,12.8,52,164,408,40,64,148,7,12
Athletic Club,27.0,52.6,14,22,20.2,208,57,1,2,364,39,5655,7033,2316,2631,2700,3119,548,968,160,533,112,44,647,285,644,236,144,88,121,27,110,217,107,123,121,292,4,8660,571,2110,4297,2334,337,8658,280,129,4677,223,70,221,142,5613,34,2,1,204,140,11,1,3,0,683,200,213,17,45,28,6,3,3,0,0,17.5,55,147,275,40,56,116,7,16
AZ Alkmaar,23.2,46.8,12,20,21.7,152,54,2,2,257,33,4340,5542,1982,2245,1933,2252,323,726,108,355,99,13,445,204,442,217,120,96,96,25,120,245,125,166,114,309,4,6979,750,2206,3045,1815,276,6977,215,98,3720,152,83,186,97,4308,29,2,2,176,121,26,2,3,0,541,109,164,19,51,31,2,3,2,1,0,16.5,49,183,292,43,73,167,17,7
Beşiktaş,27.9,51.3,8,10,12.6,100,35,1,3,186,19,3363,4110,1521,1692,1483,1688,303,553,75,249,51,5,271,144,270,157,91,82,51,24,76,135,59,105,90,183,5,5033,613,1770,2230,1089,155,5030,147,80,2854,121,34,126,85,3343,26,0,0,85,79,10,1,1,0,380,89,84,15,49,34,1,1,1,0,0,17.9,25,96,206,47,65,109,7,2
Bodø/Glimt,25.9,52.4,16,25,23.7,180,68,2,2,321,45,7475,8895,3369,3731,3231,3594,590,1017,140,401,148,14,638,332,634,326,202,176,111,39,151,292,141,207,141,493,6,10938,1377,3957,4788,2290,432,10936,353,167,7017,239,99,236,163,7416,27,2,2,145,157,29,1,3,1,739,172,174,25,87,62,3,3,2,1,0,29.1,79,224,581,76,143,294,14,23
Braga,25.9,51.4,8,8,12.4,104,38,1,1,179,9,3398,4255,1390,1599,1559,1814,359,628,79,252,64,9,317,133,313,168,94,76,67,25,78,150,72,91,81,196,4,5198,523,1794,2369,1092,177,5197,158,77,3109,95,38,115,76,3375,18,4,2,92,95,7,0,1,0,368,107,114,12,39,27,2,1,1,0,0,10.6,26,82,256,29,48,123,6,22
Dynamo Kyiv,25.0,50.6,8,5,4.5,69,22,0,0,131,9,3342,4095,1420,1590,1478,1682,333,576,55,235,62,15,270,125,269,124,77,69,46,9,61,124,63,99,78,210,7,4988,633,1849,2100,1083,157,4988,135,55,2818,110,33,100,78,3307,18,2,0,83,91,15,0,3,0,354,84,109,18,58,39,1,3,2,1,0,19.3,32,110,245,43,58,130,3,7
Eint Frankfurt,24.8,54.1,12,21,16.6,153,60,2,2,272,35,5608,6755,2825,3134,2109,2390,380,725,116,448,117,24,520,159,515,238,129,110,88,40,104,200,96,148,130,331,6,8263,851,2542,3876,1906,272,8261,186,68,5515,167,50,191,108,5575,24,0,0,129,94,17,1,2,1,515,205,170,14,51,37,3,2,1,1,0,14.2,42,131,320,47,95,192,17,9
Elfsborg,26.1,30.8,8,9,7.3,52,17,2,2,86,13,1760,2538,722,878,765,934,210,542,33,140,35,10,176,70,176,146,90,73,57,16,79,178,99,114,106,262,2,3534,689,1623,1330,631,98,3532,135,54,1661,61,17,108,70,1745,13,1,0,101,57,14,0,1,2,373,83,101,14,46,34,3,1,1,0,0,14.0,39,182,198,32,82,174,9,5
FCSB,27.9,41.3,12,15,11.5,123,44,0,0,205,24,3654,4785,1679,1946,1423,1698,418,789,91,193,63,13,258,129,255,238,144,126,84,28,120,236,116,150,137,330,7,6268,777,2613,2554,1165,186,6268,221,99,3229,102,40,173,124,3623,36,2,2,180,141,24,0,0,1,581,180,169,17,50,34,5,0,0,0,0,16.0,62,168,271,37,103,184,11,6
Fenerbahçe,28.7,51.4,12,16,16.1,128,43,0,1,233,26,4922,6265,2003,2292,2352,2720,504,961,103,371,111,38,514,157,511,225,131,121,86,18,114,222,108,140,135,272,13,7634,807,2549,3533,1607,253,7633,187,75,4312,107,36,189,83,4884,43,2,2,152,190,20,1,1,0,557,182,192,16,69,52,3,1,0,1,0,22.5,69,205,372,59,87,169,15,15
Ferencváros,27.9,44.1,10,15,11.5,117,41,2,2,201,26,3207,4098,1403,1595,1372,1607,323,616,88,231,59,23,319,139,315,177,112,101,55,21,87,177,90,130,90,256,5,5261,669,1916,2207,1196,197,5259,172,79,3018,87,51,167,93,3177,21,0,0,136,108,17,1,3,0,430,133,144,18,49,31,3,3,3,0,0,17.0,54,126,245,30,67,127,4,8
FK Rīgas FS,26.9,37.1,8,5,6.4,70,23,0,1,122,6,2290,3044,1012,1178,926,1092,258,559,54,164,48,19,214,93,211,128,73,75,44,9,59,110,51,118,93,225,5,3989,523,1676,1589,769,119,3988,115,51,2182,69,21,139,79,2272,10,0,0,98,85,14,1,0,0,377,115,106,13,40,27,1,0,0,0,0,11.1,33,110,176,30,59,129,6,4
Galatasaray,28.5,58.1,10,20,21.0,199,70,1,1,360,33,4651,5728,2222,2493,1903,2234,419,720,146,355,123,43,513,183,510,196,122,80,87,29,100,177,77,120,102,198,4,6914,585,1820,3318,1837,286,6913,167,83,4239,158,49,120,83,4609,24,1,1,109,117,24,1,2,0,497,147,89,22,54,32,0,2,2,0,0,23.5,39,86,289,40,49,99,7,12
Hoffenheim,26.1,53.3,8,10,11.5,127,36,0,0,223,18,3519,4323,1573,1752,1549,1799,272,517,89,305,72,28,310,128,307,167,96,81,71,15,99,180,81,95,68,189,4,5273,489,1582,2622,1112,191,5273,115,52,2668,89,38,115,76,3491,15,0,0,92,89,22,0,0,0,389,98,100,14,35,21,2,0,0,0,0,11.5,26,99,227,25,44,103,5,6
Lazio,27.7,52.3,12,23,19.3,175,63,1,1,316,40,5429,6521,2350,2627,2331,2639,573,919,142,450,123,31,539,274,537,207,122,97,80,30,110,195,85,136,127,286,6,7943,738,2210,3511,2297,364,7942,210,79,5721,291,92,167,115,5395,28,3,0,154,134,30,1,0,0,537,138,157,10,48,38,3,0,0,0,0,15.0,70,174,371,48,69,125,10,13
Ludogorets,27.3,45.1,8,4,7.9,81,21,0,1,138,8,2704,3481,1118,1289,1209,1407,308,611,61,148,44,26,170,112,170,137,77,88,37,12,65,153,88,92,77,248,5,4472,748,2013,1729,778,112,4471,163,74,2563,71,12,112,77,2684,22,1,0,92,118,13,0,0,0,328,134,126,11,51,40,2,0,0,0,0,15.6,48,150,282,32,75,149,9,7
Lyon,27.0,56.2,12,29,22.4,205,79,1,1,368,48,5889,6997,3137,3468,2219,2491,366,667,153,379,124,15,524,271,518,210,126,109,74,27,110,229,119,127,98,238,7,8384,825,2733,3582,2150,410,8383,269,132,5380,207,89,166,109,5835,26,1,1,138,150,22,1,2,0,550,129,146,16,59,43,3,2,2,0,0,19.2,40,143,358,48,81,151,11,7
Maccabi Tel Aviv,25.4,44.3,8,8,10.1,94,30,1,1,163,15,2923,3593,1231,1404,1340,1510,272,488,72,181,56,13,257,111,254,139,86,60,62,17,65,138,73,84,70,186,8,4475,586,1754,1860,910,149,4474,123,55,2473,92,33,127,91,2882,19,2,2,83,89,15,1,4,0,361,91,98,17,45,26,0,4,2,2,0,19.7,34,98,256,41,56,106,3,4
Malmö,27.0,53.1,8,10,12.0,103,31,1,2,181,16,3195,4030,1762,1952,1083,1310,216,449,75,234,85,22,306,109,304,125,71,55,44,26,55,108,53,84,45,170,8,4860,482,1557,2022,1318,192,4858,143,64,2821,82,34,123,84,3165,22,1,1,92,93,12,1,4,0,324,93,105,17,37,20,0,4,3,0,1,12.5,13,79,153,30,63,112,6,4
Manchester Utd,25.7,58.1,15,34,32.0,259,89,4,4,465,58,7271,8646,3501,3899,2986,3326,548,947,205,531,154,26,715,337,709,270,173,115,110,45,126,213,87,181,118,318,18,10410,865,3087,4617,2790,519,10406,270,138,6350,225,129,212,128,7198,32,1,1,151,185,22,4,3,0,687,233,180,19,58,39,3,3,3,0,0,18.6,56,161,420,50,73,163,8,15
Midtjylland,24.3,47.1,10,11,14.0,109,42,1,1,178,19,3189,4277,1261,1495,1513,1796,372,776,85,233,76,25,341,155,337,170,98,77,67,26,85,178,93,104,112,219,10,5474,631,1931,2210,1412,226,5473,260,100,2658,122,38,142,93,3163,12,1,0,118,134,10,1,3,0,473,176,175,16,54,38,3,3,3,0,0,15.6,62,176,294,45,84,118,8,17
Nice,24.5,54.4,8,7,10.5,119,32,0,1,217,13,3346,4151,1631,1832,1348,1580,259,481,92,250,75,22,321,182,318,146,93,57,71,18,73,127,54,99,88,156,13,5160,462,1486,2378,1354,193,5159,194,89,3299,142,34,149,99,3308,18,2,0,64,97,12,1,1,1,417,115,89,16,44,29,0,1,1,0,0,13.9,21,49,214,42,57,85,8,18
Olympiacos,25.9,49.5,10,11,17.2,147,43,0,3,272,17,3367,4598,1455,1749,1437,1776,390,759,123,378,104,40,445,162,442,224,150,79,101,44,109,213,104,149,132,199,6,5883,407,1250,2929,1778,258,5880,180,73,2971,140,33,176,103,3332,19,1,0,128,104,37,3,1,1,531,210,187,7,34,27,6,1,0,1,0,10.1,58,171,225,45,44,81,11,34
PAOK,28.8,52.7,10,13,15.0,128,50,2,2,227,25,4195,5156,1684,1879,2006,2267,424,755,98,333,95,18,385,148,379,167,94,82,62,23,78,150,72,126,88,249,5,6346,693,2093,2860,1451,246,6344,175,77,3760,137,31,158,82,4141,20,1,1,103,126,18,2,0,1,434,122,152,14,45,32,3,0,0,0,0,16.8,38,132,323,34,68,135,3,8
Porto,24.0,52.1,10,15,12.7,130,39,1,1,235,27,4145,5027,1648,1867,1922,2154,482,778,96,307,104,21,395,189,393,169,107,79,75,15,84,161,77,114,78,219,5,6140,730,2200,2536,1470,283,6139,162,74,3909,157,51,151,92,4099,26,1,0,119,105,17,1,0,0,400,127,155,15,38,23,3,0,0,0,0,12.3,50,128,362,39,63,146,9,13
Qarabağ,27.9,54.8,8,5,9.2,79,20,1,2,149,7,3338,4125,1473,1658,1535,1772,285,537,57,289,77,21,359,164,359,186,110,75,78,33,85,156,71,99,86,134,8,5055,493,1547,2248,1320,193,5053,153,74,3144,139,49,125,79,3314,20,2,1,79,122,15,2,1,0,390,76,109,20,53,33,0,1,1,0,0,21.3,23,89,216,28,42,84,4,8
Rangers,26.5,41.3,12,19,17.6,161,65,0,0,271,30,3702,4898,1571,1864,1547,1829,459,913,114,283,77,14,347,193,345,217,130,113,90,14,96,219,123,187,126,385,5,6465,858,2476,2799,1283,233,6465,248,126,3149,131,60,193,94,3671,30,1,0,158,113,22,0,2,1,600,169,157,15,43,28,3,2,1,1,0,14.7,77,217,308,44,106,215,11,8
Real Sociedad,25.5,51.1,12,22,21.3,167,59,4,5,297,34,4626,5784,2276,2560,1823,2129,413,765,119,309,84,24,426,202,423,211,119,105,69,37,103,198,95,115,93,318,7,7114,762,2190,3249,1731,283,7109,177,85,3914,150,67,148,98,4564,34,2,1,161,117,14,4,4,0,504,171,199,17,48,30,3,4,3,1,0,14.3,49,146,329,42,72,148,9,15
Roma,26.6,54.8,12,17,19.5,183,58,2,2,326,31,5755,6864,2414,2729,2590,2871,579,950,138,402,116,30,488,210,482,201,123,87,74,40,95,165,70,115,112,256,7,8199,797,2347,3760,2175,329,8197,213,98,6012,241,56,169,94,5720,27,2,1,120,153,35,2,2,1,508,186,126,13,39,27,3,2,2,0,0,13.8,54,140,368,54,86,167,14,13
